name,category,variant,subject,demo_url,demo_live,has_phone,phone,address,rating,shared_demo,google_maps_url
Gainesville Tango Exchange,dance studios,E,I built a website for Gainesville Tango Exchange — take a look,https://florida-man-bioscience.github.io/demo-websites/generated-sites/gainesville-tango-exchange.html,yes,yes,(862) 208-2646,720 NW 23rd Ave,No reviews,no,https://www.google.com/maps/place/Gainesville+Tango+Exchange/data=!4m7!3m6!1s0x88e8a5652914abbb:0x8356857f25700c22!8m2!3d29.6741476!4d-82.3321494!16s%2Fg%2F11h35plfxt!19sChIJu6sUKWWl6IgRIgxwJX-FVoM?authuser=0&hl=en&rclk=1
Capoeira Massapê Gainesville,dance studios,E,I built a website for Capoeira Massapê Gainesville — take a look,https://florida-man-bioscience.github.io/demo-websites/generated-sites/capoeira-massap-gainesville.html,yes,yes,(352) 575-6790,2512 NE 1st Blvd STE 400,4.9 (31),no,https://www.google.com/maps/place/Capoeira+Massap%C3%AA+Gainesville/data=!4m7!3m6!1s0x88e8a46e28e64345:0x3e3f2fe4dee5a7bb!8m2!3d29.6757198!4d-82.3240827!16s%2Fg%2F11c3k54vvm!19sChIJRUPmKG6k6IgRu6fl3uQvPz4?authuser=0&hl=en&rclk=1
Wilhelmina Johnson Resource,dance studios,E,I built a website for Wilhelmina Johnson Resource — take a look,https://florida-man-bioscience.github.io/demo-websites/generated-sites/wilhelmina-johnson-resource.html,yes,yes,(352) 372-0216,321 NW 10th St,3.5 (2),no,https://www.google.com/maps/place/Wilhelmina+Johnson+Resource/data=!4m7!3m6!1s0x88e8a386062f05f5:0x9317661f7afff5d4!8m2!3d29.6545331!4d-82.3348268!16s%2Fg%2F1tdmqwyg!19sChIJ9QUvBoaj6IgR1PX_eh9mF5M?authuser=0&hl=en&rclk=1
A Touch Of Class Party Bus & Limo Service,dance studios,E,I built a website for A Touch Of Class Party Bus & Limo Service — take a look,https://florida-man-bioscience.github.io/demo-websites/generated-sites/a-touch-of-class-party-bus-limo-service.html,yes,yes,(352) 514-0044,2821 NE 20th Way,5.0 (45),no,https://www.google.com/maps/place/A+Touch+Of+Class+Party+Bus+%26+Limo+Service/data=!4m7!3m6!1s0x88e8a76b45a4351f:0xcbaafa08aa3bcf7!8m2!3d29.6781613!4d-82.2970591!16s%2Fg%2F11twl0hcgp!19sChIJHzWkRWun6IgR97yjiqCvugw?authuser=0&hl=en&rclk=1
"Timothy P. Deegan, CPA",accountants,F,"Timothy P. Deegan, CPA — your free demo website",https://florida-man-bioscience.github.io/demo-websites/generated-sites/timothy-p-deegan-cpa.html,yes,yes,(352) 337-0020,9200 NW 36th Pl A,5.0 (4),no,"https://www.google.com/maps/place/Timothy+P.+Deegan,+CPA/data=!4m7!3m6!1s0x88e8bb98881fbbeb:0x99b2a6b69b58efa0!8m2!3d29.6868477!4d-82.439927!16s%2Fg%2F11c2ls4256!19sChIJ67sfiJi76IgRoO9Ym7amspk?authuser=0&hl=en&rclk=1"
Gainesville CPA,accountants,F,Gainesville CPA — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/gainesville-cpa.html,yes,yes,(352) 377-3000,726 NW 8th Ave,No reviews,no,https://www.google.com/maps/place/Gainesville+CPA/data=!4m7!3m6!1s0x88e8a38827038133:0x7f74fabe3ccb5131!8m2!3d29.6595821!4d-82.3324598!16s%2Fg%2F11fk0bjnf0!19sChIJM4EDJ4ij6IgRMVHLPL76dH8?authuser=0&hl=en&rclk=1
"Maurer Tax Accounting, Inc.",accountants,F,"Maurer Tax Accounting, Inc. — your free demo website",https://florida-man-bioscience.github.io/demo-websites/generated-sites/maurer-tax-accounting-inc.html,yes,yes,(352) 374-6789,1216 NW 13th St,4.2 (5),no,"https://www.google.com/maps/place/Maurer+Tax+Accounting,+Inc./data=!4m7!3m6!1s0x88e8a5953624890b:0x36a87a9a8638dec1!8m2!3d29.6642878!4d-82.3394722!16s%2Fg%2F11g1q788jn!19sChIJC4kkNpWl6IgRwd44hpp6qDY?authuser=0&hl=en&rclk=1"
"Sunshine Accounting & Immigration Services, LLC",accountants,F,"Sunshine Accounting & Immigration Services, LLC — your free demo website",https://florida-man-bioscience.github.io/demo-websites/generated-sites/sunshine-accounting-immigration-services-llc.html,yes,yes,(786) 357-8769,3709 NW 22nd Pl,4.9 (53),yes,"https://www.google.com/maps/place/Sunshine+Accounting+%26+Immigration+Services,+LLC/data=!4m7!3m6!1s0x88d9b9d0c359f493:0xe18cab8de44fcb9!8m2!3d29.6730491!4d-82.3799508!16s%2Fg%2F11fljjkrt_!19sChIJk_RZw9C52YgRufxE3rjKGA4?authuser=0&hl=en&rclk=1"
Richardson & Ellison: Berryhill Steven J CPA,accountants,F,Richardson & Ellison: Berryhill Steven J CPA — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/richardson-ellison-berryhill-steven-j-cpa.html,yes,yes,(352) 376-4434,1208 NW 6th St B,No reviews,no,https://www.google.com/maps/place/Richardson+%26+Ellison:+Berryhill+Steven+J+CPA/data=!4m7!3m6!1s0x88e8a476fd2b3db5:0xfa5d9e27b94e7fc0!8m2!3d29.6632645!4d-82.3313415!16s%2Fg%2F1thqbpdb!19sChIJtT0r_Xak6IgRwH9OuSeeXfo?authuser=0&hl=en&rclk=1
Dean G Poole & Co,accountants,F,Dean G Poole & Co — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/dean-g-poole-co.html,yes,yes,(352) 377-7905,2531 NW 41 St Ste D,5.0 (2),no,https://www.google.com/maps/place/Dean+G+Poole+%26+Co/data=!4m7!3m6!1s0x88e8a4b2e539e719:0x38023626e61a57ae!8m2!3d29.6768874!4d-82.3862471!16s%2Fg%2F1tdcxxzy!19sChIJGec55bKk6IgRrlca5iY2Ajg?authuser=0&hl=en&rclk=1
"Mink & Agarwal, pllc",accountants,F,"Mink & Agarwal, pllc — your free demo website",https://florida-man-bioscience.github.io/demo-websites/generated-sites/mink-agarwal-pllc.html,yes,yes,(352) 246-8679,5200 Newberry Rd # D4,5.0 (1),no,"https://www.google.com/maps/place/Mink+%26+Agarwal,+pllc/data=!4m7!3m6!1s0x88e8bca8c0a5fe5d:0xfb667ba91b1d56c8!8m2!3d29.6588802!4d-82.3979702!16s%2Fg%2F11hbk4t32b!19sChIJXf6lwKi86IgRyFYdG6l7Zvs?authuser=0&hl=en&rclk=1"
Partners Insurance Agency,insurance agents,F,Partners Insurance Agency — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/partners-insurance-agency.html,yes,yes,(352) 332-0180,"4040 Newberry Rd Ste 950, Gainesville, FL 32607",3.7 (12),no,https://www.google.com/maps/place/Partners+Insurance+Agency/data=!4m7!3m6!1s0x88e8bb4d2249f677:0x18a5c6b3cbe6de8e!8m2!3d29.6563219!4d-82.3855703!16s%2Fg%2F1tcvvpjl!19sChIJd_ZJIk276IgRjt7my7PGpRg?authuser=0&hl=en&rclk=1
Stelle's Mobile Notary Services,notary,F,Stelle's Mobile Notary Services — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/stelle-s-mobile-notary-services.html,yes,yes,(352) 792-3801,"152 Castle Dr, Gainesville, FL",5.0,no,https://www.google.com/maps/place/Stelle%27s+Mobile+Notary+Services/data=!4m7!3m6!1s0x88e8bd53688c1583:0xf724dcd491017190!8m2!3d29.6480243!4d-82.4131426!16s%2Fg%2F11v0rhvfv3!19sChIJgxWMaFO96IgRkHEBkdTcJPc?authuser=0&hl=en&rclk=1
Here For You Mobile Notary Service,notary,F,Here For You Mobile Notary Service — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/here-for-you-mobile-notary-service.html,yes,yes,(352) 262-7391,"Gainesville, FL",5.0,no,https://www.google.com/maps/place/Here+For+You+Mobile+Notary+Service/data=!4m7!3m6!1s0x88e8bb6218f3f06b:0x82e11f747016782a!8m2!3d29.6368446!4d-82.3559734!16s%2Fg%2F11mq70_rmq!19sChIJa_DzGGK76IgRKngWcHQf4YI?authuser=0&hl=en&rclk=1
L Yvonne Notary Services LLC,notary,F,L Yvonne Notary Services LLC — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/l-yvonne-notary-services-llc.html,yes,yes,(352) 663-3567,"2153 SE Hawthorne Rd #211-F, Gainesville, FL",5.0,no,https://www.google.com/maps/place/L+Yvonne+Notary+Services+LLC/data=!4m7!3m6!1s0x88e8a1e2af3df583:0x8f5dab3ec8fe8c2!8m2!3d29.6461183!4d-82.2968607!16s%2Fg%2F11sfgpxhvp!19sChIJg_U9r-Kh6IgRwuiP7LPa9Qg?authuser=0&hl=en&rclk=1
"Sunshine Accounting & Immigration Services, LLC",notary,F,"Sunshine Accounting & Immigration Services, LLC — your free demo website",https://florida-man-bioscience.github.io/demo-websites/generated-sites/sunshine-accounting-immigration-services-llc.html,yes,yes,(786) 357-8769,"3709 NW 22nd Pl, Gainesville, FL",4.9 (53),yes,"https://www.google.com/maps/place/Sunshine+Accounting+%26+Immigration+Services,+LLC/data=!4m7!3m6!1s0x88d9b9d0c359f493:0xe18cab8de44fcb9!8m2!3d29.6730491!4d-82.3799508!16s%2Fg%2F11fljjkrt_!19sChIJk_RZw9C52YgRufxE3rjKGA4?authuser=0&hl=en&rclk=1"
University City Title LLC,notary,F,University City Title LLC — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/university-city-title-llc.html,yes,yes,(352) 316-4214,"309 NE 1st St, Gainesville, FL",2.8 (6),no,https://www.google.com/maps/place/University+City+Title+LLC/data=!4m7!3m6!1s0x88e8a38b4e634cd3:0x7e2bf489fffba3e0!8m2!3d29.654285!4d-82.3236993!16s%2Fg%2F1vr3d_gc!19sChIJ00xjTouj6IgR4KP7_4n0K34?authuser=0&hl=en&rclk=1
Big Sun Upholstery & Fabrics,upholstery,F,Big Sun Upholstery & Fabrics — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/big-sun-upholstery-fabrics.html,yes,yes,(352) 371-2827,"4647 NW 6th St H, Gainesville, FL",4.6 (13),no,https://www.google.com/maps/place/Big+Sun+Upholstery+%26+Fabrics/data=!4m7!3m6!1s0x88e8a4510720e41b:0x3212bfe9b230347b!8m2!3d29.6982188!4d-82.334815!16s%2Fg%2F1w6_pn85!19sChIJG-QgB1Gk6IgRezQwsum_EjI?authuser=0&hl=en&rclk=1
Mallard's Upholstery,upholstery,F,Mallard's Upholstery — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/mallard-s-upholstery.html,yes,yes,(352) 376-3718,"1801 NE 23rd Ave, Gainesville, FL",3.0 (4),no,https://www.google.com/maps/place/Mallard%27s+Upholstery/data=!4m7!3m6!1s0x88e8a41d87be4dcb:0x73da8a9f48c9fb65!8m2!3d29.6735083!4d-82.3012433!16s%2Fg%2F1thx9g0h!19sChIJy02-hx2k6IgRZfvJSJ-K2nM?authuser=0&hl=en&rclk=1
Sunshine Furniture Services,upholstery,F,Sunshine Furniture Services — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/sunshine-furniture-services.html,yes,yes,(352) 377-2867,"3033 NE 19th Dr #12, Gainesville, FL",5.0 (13),no,https://www.google.com/maps/place/Sunshine+Furniture+Services/data=!4m7!3m6!1s0x88e8a6a1e209de71:0xe1214890a3467a3f!8m2!3d29.680727!4d-82.297304!16s%2Fg%2F1vlqr0rc!19sChIJcd4J4qGm6IgRP3pGo5BIIeE?authuser=0&hl=en&rclk=1
Warrington's Furniture Repair,upholstery,F,Warrington's Furniture Repair — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/warrington-s-furniture-repair.html,yes,yes,(352) 338-0535,"818 NW 4th St, Gainesville, FL",4.3 (26),no,https://www.google.com/maps/place/Warrington%27s+Furniture+Repair/data=!4m7!3m6!1s0x88e8a475fd934e5d:0xd0a40c0e714e2585!8m2!3d29.6599871!4d-82.329019!16s%2Fg%2F1tczws5n!19sChIJXU6T_XWk6IgRhSVOcQ4MpNA?authuser=0&hl=en&rclk=1
Coronet Fabric Mills,upholstery,F,Coronet Fabric Mills — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/coronet-fabric-mills.html,yes,yes,(352) 373-3666,"9414 US-441, Gainesville, FL 32653",4.7 (29),no,https://www.google.com/maps/place/Coronet+Fabric+Mills/data=!4m7!3m6!1s0x88e8a54c1c9cb209:0xe78aa15231f76d0a!8m2!3d29.7404749!4d-82.3858621!16s%2Fg%2F1tfd7tgw!19sChIJCbKcHEyl6IgRCm33MVKhiuc?authuser=0&hl=en&rclk=1
Paul's Upholstery,upholstery,F,Paul's Upholstery — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/paul-s-upholstery.html,yes,yes,(352) 378-0535,"5230 SW 56th Terrace, Gainesville, FL",5.0,no,https://www.google.com/maps/place/Paul%27s+Upholstery/data=!4m7!3m6!1s0x88e8bd3b46719851:0xad4c04c1a90180a5!8m2!3d29.6053085!4d-82.403581!16s%2Fg%2F1tffvs0q!19sChIJUZhxRju96IgRpYABqcEETK0?authuser=0&hl=en&rclk=1
Steve's headliners,upholstery,F,Steve's headliners — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/steve-s-headliners.html,yes,yes,(352) 226-1973,"3308 NW 21st St, Gainesville, FL",4.4 (32),no,https://www.google.com/maps/place/Steve%27s+headliners/data=!4m7!3m6!1s0x88e8a5b77f0373af:0x1f623aec4b987bf!8m2!3d29.6836529!4d-82.3517304!16s%2Fg%2F11gybh45tv!19sChIJr3MDf7el6IgRv4e5xK4j9gE?authuser=0&hl=en&rclk=1
University of Florida - Cuong Nhu Cypress Dojo,martial arts,E,I built a website for University of Florida - Cuong Nhu Cypress Dojo — take a look,https://florida-man-bioscience.github.io/demo-websites/generated-sites/university-of-florida-cuong-nhu-cypress-dojo.html,yes,no,,"Gainesville, FL",5.0 (2),no,https://www.google.com/maps/place/University+of+Florida+-+Cuong+Nhu+Cypress+Dojo/data=!4m7!3m6!1s0x88e8a3783e9f2207:0xaf522ea09f047009!8m2!3d29.650142!4d-82.3467905!16s%2Fg%2F11cn3p198k!19sChIJByKfPnij6IgRCXAEn6AuUq8?authuser=0&hl=en&rclk=1
Brazilian Skills,martial arts,E,I built a website for Brazilian Skills — take a look,https://florida-man-bioscience.github.io/demo-websites/generated-sites/brazilian-skills.html,yes,yes,(786) 236-2442,"3832 Newberry Rd, Gainesville, FL",5.0 (12),no,https://www.google.com/maps/place/Brazilian+Skills/data=!4m7!3m6!1s0x88e8a302dd61797b:0xd30503085d8e827f!8m2!3d29.6537099!4d-82.3812505!16s%2Fg%2F11j4dn3c4q!19sChIJe3lh3QKj6IgRf4KOXQgDBdM?authuser=0&hl=en&rclk=1
Moring-San Martial Arts,martial arts,E,I built a website for Moring-San Martial Arts — take a look,https://florida-man-bioscience.github.io/demo-websites/generated-sites/moring-san-martial-arts.html,yes,yes,(352) 448-1439,"6710 NW 126th Ave, Gainesville, FL",5.0 (2),no,https://www.google.com/maps/place/Moring-San+Martial+Arts/data=!4m7!3m6!1s0x88e8a39020bdd71d:0x416aea5395bc2af6!8m2!3d29.7708703!4d-82.4186256!16s%2Fg%2F11c6qm6gsd!19sChIJHde9IJCj6IgR9iq8lVPqakE?authuser=0&hl=en&rclk=1
Bujinkan Zeropoint Dojo,martial arts,E,I built a website for Bujinkan Zeropoint Dojo — take a look,https://florida-man-bioscience.github.io/demo-websites/generated-sites/bujinkan-zeropoint-dojo.html,yes,yes,(352) 226-8947,"706A NW 23rd Ave, Gainesville, FL",5.0 (4),no,https://www.google.com/maps/place/Bujinkan+Zeropoint+Dojo/data=!4m7!3m6!1s0x88e8a5449b7102c1:0xaf9bcc54b24a629e!8m2!3d29.6741029!4d-82.3315917!16s%2Fg%2F11fmmnxllb!19sChIJwQJxm0Sl6IgRnmJKslTMm68?authuser=0&hl=en&rclk=1
G Tattoos,tattoo shops,F,G Tattoos — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/g-tattoos.html,yes,yes,(352) 451-4885,"227 SW 4th Ave, Gainesville, FL 32601",4.9 (45),no,https://www.google.com/maps/place/G+Tattoos/data=!4m7!3m6!1s0x88e8a34e3592032b:0x78d4c7290b6a5029!8m2!3d29.6481788!4d-82.3275332!16s%2Fg%2F11pyc2hqh2!19sChIJKwOSNU6j6IgRKVBqCynH1Hg?authuser=0&hl=en&rclk=1
Gainesville Beach Tattoo Parlor,tattoo shops,F,Gainesville Beach Tattoo Parlor — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/gainesville-beach-tattoo-parlor.html,yes,yes,(352) 554-0039,"15 SW 2nd St upstairs, Gainesville, FL 32601",4.8 (19),no,https://www.google.com/maps/place/Gainesville+Beach+Tattoo+Parlor/data=!4m7!3m6!1s0x88e8a386031b5671:0xc8782215ab85fca4!8m2!3d29.6514504!4d-82.3264779!16s%2Fg%2F11nxy9qtkp!19sChIJcVYbA4aj6IgRpPyFqxUieMg?authuser=0&hl=en&rclk=1
The Line Defined Tattoo,tattoo shops,F,The Line Defined Tattoo — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/the-line-defined-tattoo.html,yes,yes,(352) 215-6495,"111 SW 3rd St, Gainesville, FL 32601",5.0 (2),no,https://www.google.com/maps/place/The+Line+Defined+Tattoo/data=!4m7!3m6!1s0x88e8a31e77b288cd:0xa54680af1dfd83f5!8m2!3d29.6507855!4d-82.3276405!16s%2Fg%2F11vcmzbhw6!19sChIJzYiydx6j6IgR9YP9Ha-ARqU?authuser=0&hl=en&rclk=1
Rowan Butler Town Center,tattoo shops,F,Rowan Butler Town Center — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/rowan-butler-town-center.html,yes,yes,(352) 451-4031,"2850 SW 35th Dr Ste 70, Gainesville, FL 32608",5.0 (2),no,https://www.google.com/maps/place/Rowan+Butler+Town+Center/data=!4m7!3m6!1s0x88e8a328bf51a34b:0xb2aa63c747ebbb9c!8m2!3d29.6260829!4d-82.3757276!16s%2Fg%2F11wbdvwmqq!19sChIJS6NRvyij6IgRnLvrR8djqrI?authuser=0&hl=en&rclk=1
Emerald Scarab Tattoo Parlor,tattoo shops,F,Emerald Scarab Tattoo Parlor — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/emerald-scarab-tattoo-parlor.html,yes,yes,(301) 800-2815,"903 NW 6th St, Gainesville, FL 32601",No reviews,no,https://www.google.com/maps/place/Emerald+Scarab+Tattoo+Parlor/data=!4m7!3m6!1s0x88e8a5fce9481873:0xd3b19aedb991c51f!8m2!3d29.6603433!4d-82.3305979!16s%2Fg%2F11z755__zq!19sChIJcxhI6fyl6IgRH8WRue2asdM?authuser=0&hl=en&rclk=1
New Key Tattoo,tattoo shops,F,New Key Tattoo — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/new-key-tattoo.html,yes,yes,(352) 278-0509,"111 SW 3rd St, Gainesville, FL 32601",5.0 (2),no,https://www.google.com/maps/place/New+Key+Tattoo/data=!4m7!3m6!1s0x88e8a3c93813c907:0x8a5a420714f8eee0!8m2!3d29.6507959!4d-82.3276604!16s%2Fg%2F11m6513yqt!19sChIJB8kTOMmj6IgR4O74FAdCWoo?authuser=0&hl=en&rclk=1
Elevated Inkness,tattoo shops,F,Elevated Inkness — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/elevated-inkness.html,yes,yes,(352) 617-9836,"123 N Main St, Gainesville, FL 32601",5.0 (1),no,https://www.google.com/maps/place/Elevated+Inkness/data=!4m7!3m6!1s0x88e8a336d0a8fb4d:0x1d2a09299b075fb!8m2!3d29.6532427!4d-82.3247732!16s%2Fg%2F11z8h8192n!19sChIJTfuo0Daj6IgR-3WwmZKg0gE?authuser=0&hl=en&rclk=1
Liatris Tattoo,tattoo shops,F,Liatris Tattoo — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/liatris-tattoo.html,yes,no,,"1002 NW 2nd St a5, Gainesville, FL 32601",5.0 (5),no,https://www.google.com/maps/place/Liatris+Tattoo/data=!4m7!3m6!1s0x88e8a5aeebf85123:0x3d1283eeb4ef8ef2!8m2!3d29.6613409!4d-82.3269286!16s%2Fg%2F11xgldkgz0!19sChIJI1H4666l6IgR8o7vtO6DEj0?authuser=0&hl=en&rclk=1
Yoga For All,gyms,E,I built a website for Yoga For All — take a look,https://florida-man-bioscience.github.io/demo-websites/generated-sites/yoga-for-all.html,yes,yes,(352) 256-2172,"7731 W Newberry Rd # A2, Gainesville, FL 32606",5.0 (1),no,https://www.google.com/maps/place/Yoga+For+All/data=!4m7!3m6!1s0x88e8bd2de992c467:0xd1d601c9d6a44fd6!8m2!3d29.6591687!4d-82.4254909!16s%2Fg%2F11vx43vppy!19sChIJZ8SS6S296IgR1k-k1skB1tE?authuser=0&hl=en&rclk=1
Clear Image Signs,print shops,F,Clear Image Signs — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/clear-image-signs.html,yes,yes,(352) 872-5737,1901 NW 67th Pl unit a,3.7 stars (unknown review count),no,https://www.google.com/maps/place/Clear+Image+Signs/data=!4m7!3m6!1s0x88e8a50708624ba3:0x6b796d22f2f2a2a6!8m2!3d29.715117!4d-82.3471662!16s%2Fg%2F12hlj97l0!19sChIJo0tiCAel6IgRpqLy8iJteWs?authuser=0&hl=en&rclk=1
Flair Pro Color Lab,print shops,F,Flair Pro Color Lab — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/flair-pro-color-lab.html,yes,yes,(352) 336-4008,519 SW 60th Rd,3.5 stars (2 Reviews),no,https://www.google.com/maps/place/Flair+Pro+Color+Lab/data=!4m7!3m6!1s0x88e8a2d8885f068f:0xf22bcae68a84a5f0!8m2!3d29.6574214!4d-82.4059726!16s%2Fg%2F11byflhfyk!19sChIJjwZfiNii6IgR8KWEiubKK_I?authuser=0&hl=en&rclk=1
Michelle's Print Studio,print shops,F,Michelle's Print Studio — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/michelle-s-print-studio.html,yes,yes,(954) 708-6527,4002 NW 8th Ave,No reviews,no,https://www.google.com/maps/place/Michelle%27s+Print+Studio/data=!4m7!3m6!1s0x88e8a3c725e94c81:0x17e57fae86e74f02!8m2!3d29.6598354!4d-82.3847986!16s%2Fg%2F11mcqm80zr!19sChIJgUzpJcej6IgRAk_nhq5_5Rc?authuser=0&hl=en&rclk=1
Invo Inc,print shops,F,Invo Inc — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/invo-inc.html,yes,yes,(352) 375-4330,4010 Newberry Rd Ste A,5.0 stars (1 Reviews),no,https://www.google.com/maps/place/Invo+Inc/data=!4m7!3m6!1s0x88e8a353ac00f0cb:0x4e7bc2d80f86b91b!8m2!3d29.6545097!4d-82.3855117!16s%2Fg%2F11gf61qf52!19sChIJy_AArFOj6IgRG7mGD9jCe04?authuser=0&hl=en&rclk=1
Best Brand Solutions,print shops,F,Best Brand Solutions — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/best-brand-solutions.html,yes,yes,(352) 231-4814,747 SW 2nd Ave Suite 170,5.0 stars (6 Reviews),no,https://www.google.com/maps/place/Best+Brand+Solutions/data=!4m7!3m6!1s0x88e8a3bcf1810c03:0x975c4ae971546f25!8m2!3d29.649942!4d-82.333024!16s%2Fg%2F11j90vg8yd!19sChIJAwyB8byj6IgRJW9UcelKXJc?authuser=0&hl=en&rclk=1
Hayes Jewelry Ltd,jewelers,F,Hayes Jewelry Ltd — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/hayes-jewelry-ltd.html,yes,yes,(352) 372-4106,"5753 SW 75th St, Gainesville, FL 32608",5.0 (419),no,https://www.google.com/maps/place/Hayes+Jewelry+Ltd/data=!4m7!3m6!1s0x88e8bd0dfa1ee06f:0x7cb9186042aace20!8m2!3d29.601635!4d-82.421194!16s%2Fg%2F1tdph0ld!19sChIJb-Ae-g296IgRIM6qQmAYuXw?authuser=0&hl=en&rclk=1
Kirsikka Jewelry,jewelers,F,Kirsikka Jewelry — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/kirsikka-jewelry.html,yes,yes,(352) 353-6968,"5750 SW 75th Ct #48, Gainesville, FL 32608",4.2 (57),no,https://www.google.com/maps/place/Kirsikka+Jewelry/data=!4m7!3m6!1s0x88e8a474d93147a5:0x21518de1aeb17cf!8m2!3d29.6006115!4d-82.422952!16s%2Fg%2F1td2hr4z!19sChIJpUcx2XSk6IgRzxfrGt4YFQI?authuser=0&hl=en&rclk=1
Prestige Jeweler,jewelers,F,Prestige Jeweler — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/prestige-jeweler.html,yes,yes,(352) 332-3427,"2725 SW 91st St #110, Gainesville, FL 32608",4.6,no,https://www.google.com/maps/place/Prestige+Jeweler/data=!4m7!3m6!1s0x88e8bca1e1f4d191:0x74faf3e702789fd5!8m2!3d29.6294656!4d-82.4369414!16s%2Fg%2F1tggbt5g!19sChIJkdH04aG86IgR1Z94Aufz-nQ?authuser=0&hl=en&rclk=1
Klaus Fine Jewelers,jewelers,F,Klaus Fine Jewelers — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/klaus-fine-jewelers.html,yes,yes,(352) 538-0058,"2441 NW 43rd St STE 2A, Gainesville, FL 32606",4.4 (18),no,https://www.google.com/maps/place/Klaus+Fine+Jewelers/data=!4m7!3m6!1s0x88e8a4b2c17f95d7:0x75d8799428de0b06!8m2!3d29.6763321!4d-82.3874519!16s%2Fg%2F1vpq7ql3!19sChIJ15V_wbKk6IgRBgveKJR52HU?authuser=0&hl=en&rclk=1
Time Connection,jewelers,F,Time Connection — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/time-connection.html,yes,yes,(352) 372-6224,"403 NE 23rd Ave, Gainesville, FL 32609",2.5 (30),no,https://www.google.com/maps/place/Time+Connection/data=!4m7!3m6!1s0x88e8a413a998c4ff:0x2544877142bf121e!8m2!3d29.6734625!4d-82.3207177!16s%2Fg%2F1vtqwy8r!19sChIJ_8SYqROk6IgRHhK_QnGHRCU?authuser=0&hl=en&rclk=1
